word,splitted,freqcount,cdcount
vanes,vanes,5,3
Whigs,Whigs,5,3
Yogis,Yo-gis,5,3
Abbas,Ab-bas,5,2
Batik,Ba-tik,5,2
Chiro,Chi-r-o,5,2
Clave,Clave,5,2
cukes,cukes,5,2
cyclo,cy-clo,5,2
gorse,gorse,5,2
Hosea,Ho-s-ea,5,2
hosen,ho-sen,5,2
Jemmy,Jem-my,5,2
Kudzu,Ku-dzu,5,2
Kyrie,Ky-r-ie,5,2
Mungo,Mun-go,5,2
orang,o-rang,5,2
orcas,or-cas,5,2
Plash,Plash,5,2
skein,skein,5,2
Tangs,Tangs,5,2
Timbo,Tim-bo,5,2
Vanir,Va-nir,5,2
Westy,Wes-ty,5,2
Bando,Ban-do,5,1
Blore,Blore,5,1
bonum,bo-num,5,1
Braca,Bra-ca,5,1
Choko,Cho-ko,5,1
Chook,Chook,5,1
Coner,Co-ner,5,1
Grete,Grete,5,1
Grigs,Grigs,5,1
Hsien,Hs-ien,5,1
Kella,Kel-la,5,1
omnes,om-nes,5,1
Popsy,Po-psy,5,1
Sutor,Su-tor,5,1
Teste,Teste,5,1
tints,tints,5,1
Agonal,A-go-nal,5,5
anally,a-nally,5,5
argent,ar-gent,5,5
assail,as-sail,5,5
avidly,a-vi-dly,5,5
Bangle,Ban-gle,5,5
barest,ba-rest,5,5
bashes,bas-hes,5,5
beezer,beezer,5,5
befits,be-fits,5,5
bidden,bid-den,5,5
billow,bil-low,5,5
blurts,blurts,5,5
bodkin,bod-kin,5,5
bopped,bopped,5,5
bracer,bra-cer,5,5
bulges,bul-ges,5,5
bussed,bussed,5,5
cameos,ca-me-os,5,5
capris,ca-pris,5,5
carafe,carafe,5,5
chafed,chafed,5,5
Chasse,Chasse,5,5
chimed,chimed,5,5
chirpy,chir-py,5,5
cobble,cob-ble,5,5
cohost,co-host,5,5
coital,coi-tal,5,5
combos,com-bos,5,5
cordis,cor-dis,5,5
culled,culled,5,5
cupped,cupped,5,5
curate,cu-rate,5,5
curler,cur-ler,5,5
deface,de-face,5,5
denims,denims,5,5
dermal,der-mal,5,5
Dieter,Die-ter,5,5
dinger,din-ger,5,5
dosing,do-sing,5,5
dotage,do-tage,5,5
driest,dri-est,5,5
emesis,e-me-sis,5,5
emptor,emp-tor,5,5
engulf,en-gulf,5,5
evoked,e-voked,5,5
exacta,e-xac-ta,5,5
fascia,fas-cia,5,5
flexor,flexor,5,5
flunks,flunks,5,5
furrow,fur-row,5,5
gasses,gas-ses,5,5
gawked,gawked,5,5
glamor,gla-mor,5,5
glycol,gly-col,5,5
Gorgon,Gor-gon,5,5
gowned,gowned,5,5
grasps,grasps,5,5
happed,happed,5,5
hepcat,hep-cat,5,5
hoeing,hoe-ing,5,5
homers,ho-mers,5,5
hoofed,hoofed,5,5
hymnal,hym-nal,5,5
impish,im-pish,5,5
inhere,in-here,5,5
jostle,jos-tle,5,5
jousts,jousts,5,5
klutzy,klu-tzy,5,5
laxity,la-xi-ty,5,5
lazing,la-zing,5,5
leaden,lea-den,5,5
lecher,lec-her,5,5
legals,le-gals,5,5
licker,lic-ker,5,5
livest,livest,5,5
lushes,lus-hes,5,5
matted,matted,5,5
measle,mea-sle,5,5
mewing,me-wing,5,5
milder,mil-der,5,5
miming,mi-ming,5,5
mocker,mocker,5,5
morass,mo-rass,5,5
napped,napped,5,5
nudged,nudged,5,5
opting,op-ting,5,5
ousted,ous-ted,5,5
parity,pa-ri-ty,5,5
pastas,pas-tas,5,5
piddly,pid-dly,5,5
pigged,pigged,5,5
pleura,pleu-ra,5,5
poncey,pon-cey,5,5
poseur,po-seur,5,5
prelaw,pre-law,5,5
prowls,prowls,5,5
pulsed,pulsed,5,5
punter,pun-ter,5,5
quippy,quip-py,5,5
raison,rai-son,5,5
rectus,rec-tus,5,5
satyrs,satyrs,5,5
saunas,sau-nas,5,5
Schick,Schick,5,5
seeped,seeped,5,5
serape,se-ra-pe,5,5
sheiks,sheiks,5,5
sifter,sifter,5,5
signer,si-gner,5,5
slurps,slurps,5,5
smocks,smocks,5,5
snivel,sni-vel,5,5
snuffs,snuffs,5,5
souped,souped,5,5
steels,steels,5,5
supped,supped,5,5
svelte,svelte,5,5
tallow,tal-low,5,5
tangos,tan-gos,5,5
taxied,ta-xied,5,5
teeter,tee-ter,5,5
tossup,tos-sup,5,5
trills,trills,5,5
twirls,twirls,5,5
unread,un-read,5,5
venoms,ve-noms,5,5
vodkas,vod-kas,5,5
voided,voi-ded,5,5
vowing,vo-wing,5,5
waists,waists,5,5
wakeup,wa-keup,5,5
weensy,ween-sy,5,5
whined,whined,5,5
whisks,whisks,5,5
whored,whored,5,5
wining,wi-ning,5,5
aligns,a-ligns,5,4
Ambers,Am-bers,5,4
animus,a-ni-mus,5,4
arrant,ar-rant,5,4
arrays,ar-rays,5,4
awaked,a-waked,5,4
babied,ba-bied,5,4
bagful,ba-gful,5,4
bagmen,ba-gmen,5,4
Boohoo,Boo-hoo,5,4
buttle,but-tle,5,4
caftan,caf-tan,5,4
clubby,club-by,5,4
Coffer,Cof-fer,5,4
congas,con-gas,5,4
coupes,coupes,5,4
cracky,crac-ky,5,4
crampy,cram-py,5,4
crypts,crypts,5,4
dearth,dearth,5,4
deride,de-ride,5,4
dieing,die-ing,5,4
digged,digged,5,4
divisi,di-vi-si,5,4
Domine,Do-mi-ne,5,4
earwig,ear-wig,5,4
edgier,ed-gier,5,4
encode,en-code,5,4
entomb,en-tomb,5,4
footer,foo-ter,5,4
fouler,fouler,5,4
frappe,frappe,5,4
futons,fu-tons,5,4
geckos,gec-kos,5,4
giblet,gi-blet,5,4
glitzy,gli-tzy,5,4
gourds,gourds,5,4
impala,im-pa-la,5,4
Jewess,Je-wess,5,4
jinxes,jin-xes,5,4
Kahala,Ka-ha-la,5,4
lactic,lac-tic,5,4
leaner,lea-ner,5,4
lubber,lub-ber,5,4
Moslem,Mo-slem,5,4
mouthy,mout-hy,5,4
Nickle,Nic-kle,5,4
oclock,o-clock,5,4
oriole,o-rio-le,5,4
Papist,Pa-pist,5,4
Pastis,Pas-tis,5,4
Pattie,Pat-tie,5,4
pedant,pe-dant,5,4
Piddle,Pid-dle,5,4
pruned,pruned,5,4
purges,pur-ges,5,4
rammer,ram-mer,5,4
redcap,red-cap,5,4
Snooks,Snooks,5,4
soaped,soaped,5,4
Sontag,Son-tag,5,4
Spader,Spa-der,5,4
strafe,strafe,5,4
subito,su-bi-to,5,4
tempeh,tem-peh,5,4
thumps,thumps,5,4
toothy,toot-hy,5,4
Ubangi,U-ban-gi,5,4
unease,u-nease,5,4
unhurt,un-hurt,5,4
wafted,waf-ted,5,4
wailer,wailer,5,4
walkup,wal-kup,5,4
weeded,wee-ded,5,4
winder,win-der,5,4
yawned,yawned,5,4
Zapper,Zapper,5,4
Zounds,Zounds,5,4
Arango,A-ran-go,5,3
auteur,au-teur,5,3
biters,biters,5,3
buoyed,buo-yed,5,3
Callas,Cal-las,5,3
Conger,Con-ger,5,3
covens,co-vens,5,3
darter,dar-ter,5,3
Dioxin,Dio-x-in,5,3
drover,dro-ver,5,3
figura,fi-gu-ra,5,3
Gaddis,Gad-dis,5,3
Gamgee,Gam-gee,5,3
Gimble,Gim-ble,5,3
goofer,goofer,5,3
grotty,grot-ty,5,3
gunnel,gun-nel,5,3
hookey,hoo-key,5,3
huppah,hup-pah,5,3
inmost,in-most,5,3
Latins,La-tins,5,3
Lucent,Lu-cent,5,3
Lyceum,Ly-ceum,5,3
Merkin,Mer-kin,5,3
Minoan,Mi-no-an,5,3
mommas,mom-mas,5,3
Nimbly,Nim-bly,5,3
Palter,Palter,5,3
Pepsis,Pe-psis,5,3
Pesach,Pe-sach,5,3
phenol,phe-nol,5,3
Pipkin,Pip-kin,5,3
pistil,pis-til,5,3
pitons,pi-tons,5,3
Portas,Por-tas,5,3
quacky,quac-ky,5,3
queues,queues,5,3
Reaver,Rea-ver,5,3
redrew,re-drew,5,3
retool,re-tool,5,3
Retros,Re-tr-os,5,3
Romney,Rom-ney,5,3
rowers,rowers,5,3
seethe,seethe,5,3
spacer,spa-cer,5,3
Sylvan,Syl-van,5,3
Thrums,Thrums,5,3
toques,toques,5,3
Ulster,Uls-ter,5,3
undoes,un-does,5,3
unmake,un-make,5,3
Yoruba,Yo-ru-ba,5,3
axeman,a-xe-man,5,2
belied,be-lied,5,2
blobby,blob-by,5,2
Borzoi,Bor-zoi,5,2
Bouton,Bou-ton,5,2
briard,briard,5,2
Brough,Brough,5,2
bulgur,bulgur,5,2
Cayuga,Cay-u-ga,5,2
cocain,co-cain,5,2
egoist,e-go-ist,5,2
faecal,fae-cal,5,2
Gilder,Gil-der,5,2
Globus,Glo-bus,5,2
Gnosis,Gno-sis,5,2
Incept,In-cept,5,2
Malkin,Mal-kin,5,2
narked,narked,5,2
Newish,Ne-wish,5,2
planer,pla-ner,5,2
Ramjet,Ram-jet,5,2
Reiter,Rei-ter,5,2
Ripoff,Ri-poff,5,2
Roundy,Roun-dy,5,2
Salish,Sa-lish,5,2
salver,salver,5,2
Simkin,Sim-kin,5,2
Skeets,Skeets,5,2
Skelly,Skel-ly,5,2
Strack,Strack,5,2
sunray,sun-ray,5,2
taenia,tae-n-ia,5,2
thanes,thanes,5,2
Vesper,Ves-per,5,2
womans,wo-mans,5,2
agnate,a-gnate,5,1
Babish,Ba-bish,5,1
Bandar,Ban-dar,5,1
Boulle,Boulle,5,1
brevis,bre-vis,5,1
Chicha,Chicha,5,1
Codman,Co-dman,5,1
Darnel,Dar-nel,5,1
Derris,Der-ris,5,1
dowser,dowser,5,1
Dunner,Dunner,5,1
Emmers,Emmers,5,1
Eveque,Eveque,5,1
formic,for-mic,5,1
Longyi,Lon-g-yi,5,1
Midden,Mid-den,5,1
nuchal,nuc-hal,5,1
Parada,Pa-ra-da,5,1
Perdix,Per-dix,5,1
Playas,Playas,5,1
Remans,Re-mans,5,1
Siwash,Si-wash,5,1
Skyman,Sky-man,5,1
Thetis,The-tis,5,1
Tricon,Tri-con,5,1
Vining,Vi-ning,5,1
abraded,a-braded,5,5
abscond,abs-cond,5,5
adjoins,ad-joins,5,5
adverbs,a-dverbs,5,5
afeared,a-feared,5,5
agonize,a-go-nize,5,5
amoebas,a-moe-bas,5,5
aqueous,a-que-ous,5,5
artisan,ar-ti-san,5,5
ashcans,ash-cans,5,5
asylums,a-sy-lums,5,5
atheism,at-he-ism,5,5
babyish,ba-by-ish,5,5
Beanery,Bea-nery,5,5
bellied,bel-lied,5,5
belting,bel-ting,5,5
billows,bil-lows,5,5
boatmen,boa-tmen,5,5
bobtail,bob-tail,5,5
brocade,bro-cade,5,5
browned,browned,5,5
buggery,bug-gery,5,5
canapes,ca-na-pes,5,5
canners,canners,5,5
chaired,chaired,5,5
chortle,chor-tle,5,5
cinches,cinc-hes,5,5
cobbled,cob-bled,5,5
compote,com-pote,5,5
congeal,con-geal,5,5
contort,con-tort,5,5
corrode,cor-rode,5,5
costars,cos-tars,5,5
crazily,cra-zi-ly,5,5
curving,cur-ving,5,5
cyclist,cy-clist,5,5
dabbing,dab-bing,5,5
dampers,dam-pers,5,5
darning,dar-ning,5,5
deadpan,dead-pan,5,5
deceits,de-ceits,5,5
delicto,de-lic-to,5,5
deluged,de-luged,5,5
demigod,de-mi-god,5,5
dentals,den-tals,5,5
derails,de-rails,5,5
desktop,desk-top,5,5
devalue,de-va-lue,5,5
devises,de-vi-ses,5,5
dirties,dir-ties,5,5
dishrag,dis-hrag,5,5
disused,di-sused,5,5
dominie,do-mi-nie,5,5
dotting,dot-ting,5,5
dowries,dow-ri-es,5,5
draftee,draf-tee,5,5
drizzly,driz-zly,5,5
dwindle,dwin-dle,5,5
effaced,ef-faced,5,5
elastin,e-lastin,5,5
elixirs,elixirs,5,5
embolus,em-bo-lus,5,5
engulfs,en-gulfs,5,5
enlists,en-lists,5,5
ensigns,en-signs,5,5
epistle,e-pis-tle,5,5
equated,e-qua-ted,5,5
estuary,es-tua-r-y,5,5
expound,ex-pound,5,5
expunge,ex-punge,5,5
fatback,fat-back,5,5
fetches,fetc-hes,5,5
fiercer,fier-cer,5,5
fillets,fil-lets,5,5
fizzled,fiz-zled,5,5
flanker,flanker,5,5
friable,fria-b-le,5,5
gauging,gau-ging,5,5
glazing,gla-zing,5,5
grayish,gray-ish,5,5
guzzled,guz-zled,5,5
Hackman,Hac-kman,5,5
handily,han-di-ly,5,5
hangdog,hang-dog,5,5
hankies,han-kies,5,5
harsher,hars-her,5,5
heckled,hec-kled,5,5
hirsute,hir-sute,5,5
Hoosier,Hoo-sier,5,5
hosiery,ho-sie-ry,5,5
Hummers,Hummers,5,5
intakes,in-takes,5,5
italics,i-ta-lics,5,5
itemize,i-te-mize,5,5
jaywalk,jay-walk,5,5
Jellied,Jel-lied,5,5
jetting,jet-ting,5,5
jiggled,jig-gled,5,5
jostled,jos-tled,5,5
joyless,joy-less,5,5
juggles,jug-gles,5,5
junkets,jun-kets,5,5
junkman,jun-kman,5,5
ladling,la-dling,5,5
Lampoon,Lam-poon,5,5
legroom,le-groom,5,5
lessens,les-sens,5,5
lobbing,lob-bing,5,5
Luddite,Lud-dite,5,5
maddest,mad-dest,5,5
mammies,mam-mies,5,5
masonry,ma-son-ry,5,5
mercies,mer-cies,5,5
merited,me-ri-ted,5,5
mewling,mew-ling,5,5
minutia,mi-nu-t-ia,5,5
Moslems,Mo-slems,5,5
mussing,mus-sing,5,5
muumuus,muu-mu-us,5,5
naivete,nai-ve-t-e,5,5
nascent,nas-cent,5,5
Navajos,Na-va-jos,5,5
nebbish,neb-bish,5,5
negates,ne-gates,5,5
nicking,nic-king,5,5
nippers,nippers,5,5
nitpick,nit-pick,5,5
obtains,ob-tains,5,5
organdy,or-gan-dy,5,5
overage,o-verage,5,5
overeat,o-ve-reat,5,5
overuse,o-ve-ruse,5,5
ovulate,o-vu-late,5,5
peonies,peo-ni-es,5,5
peopled,peo-pled,5,5
perusal,pe-ru-sal,5,5
petered,pe-tered,5,5
phallus,phal-lus,5,5
phonics,pho-nics,5,5
pigging,pig-ging,5,5
Pitocin,Pi-to-cin,5,5
poseurs,po-seurs,5,5
postmen,pos-tmen,5,5
powdery,pow-de-ry,5,5
prelims,pre-lims,5,5
psyches,psyc-hes,5,5
pushier,pus-hier,5,5
putters,put-ters,5,5
queerly,que-erly,5,5
ramping,ram-ping,5,5
recoils,re-coils,5,5
refutes,re-futes,5,5
regaled,re-galed,5,5
retaken,re-ta-ken,5,5
retrain,re-train,5,5
retread,re-tread,5,5
reusing,reu-si-ng,5,5
revives,re-vives,5,5
revolts,re-volts,5,5
ripened,ri-pened,5,5
rollout,rol-lout,5,5
saltier,sal-ti-er,5,5
sappers,sappers,5,5
sauteed,sau-teed,5,5
savored,sa-vored,5,5
sconces,scon-ces,5,5
semipro,se-mi-pro,5,5
sheathe,sheathe,5,5
shellac,shel-lac,5,5
sickbed,sickbed,5,5
Silesia,Si-le-sia,5,5
situate,si-tua-te,5,5
skinful,skin-ful,5,5
sloshed,sloshed,5,5
slotted,slot-ted,5,5
snippet,snip-pet,5,5
softies,sof-ties,5,5
soirees,soi-rees,5,5
soothed,soothed,5,5
spanned,spanned,5,5
speared,speared,5,5
springy,sprin-gy,5,5
stances,stan-ces,5,5
stashes,stas-hes,5,5
stilled,stilled,5,5
strafed,strafed,5,5
subsidy,su-bsi-dy,5,5
suckled,suc-kled,5,5
summits,sum-mits,5,5
swirled,swirled,5,5
tanking,tan-king,5,5
tastier,tas-ti-er,5,5
tatters,tat-ters,5,5
teepees,tee-pees,5,5
tetched,tetched,5,5
thicken,thic-ken,5,5
throngs,throngs,5,5
unbowed,un-bowed,5,5
uncross,un-cross,5,5
untruth,un-truth,5,5
unveils,un-veils,5,5
upstair,ups-tair,5,5
ushered,us-hered,5,5
varlets,var-lets,5,5
voyeurs,voy-eurs,5,5
wallops,wal-lops,5,5
washtub,wash-tub,5,5
wheedle,whee-dle,5,5
whetted,whet-ted,5,5
whizzed,whizzed,5,5
wreaked,wreaked,5,5
yogurts,yogurts,5,5
airbase,air-base,5,4
airless,air-less,5,4
Amoroso,A-mo-ro-so,5,4
ascribe,as-cribe,5,4
attache,at-tac-he,5,4
baleful,ba-leful,5,4
beshrew,bes-hrew,5,4
bluffer,bluffer,5,4
bootees,boo-tees,5,4
Brewers,Bre-wers,5,4
bronzes,bron-zes,5,4
bummers,bummers,5,4
calzone,cal-zo-ne,5,4
carnies,car-nies,5,4
carryon,car-ry-on,5,4
chitlin,chi-tlin,5,4
codicil,co-di-cil,5,4
crosser,cros-ser,5,4
Croyden,Croy-den,5,4
Cummins,Cum-mins,5,4
devolve,de-volve,5,4
Diehard,Die-hard,5,4
dukedom,du-kedom,5,4
eggnogs,eg-gnogs,5,4
excerpt,ex-cerpt,5,4
excised,ex-cised,5,4
exigent,e-xi-gent,5,4
flitted,flitted,5,4
foramen,fo-ra-men,5,4
forking,for-king,5,4
fridges,frid-ges,5,4
futzing,fu-tzing,5,4
gabfest,ga-bfest,5,4
gadding,gad-ding,5,4
galoots,ga-loots,5,4
gimlets,gim-lets,5,4
handsaw,han-dsaw,5,4
herders,her-ders,5,4
impedes,im-pedes,5,4
inshore,ins-hore,5,4
Instyle,Ins-tyle,5,4
isthmus,ist-hmus,5,4
jutting,jut-ting,5,4
kludges,klud-ges,5,4
lapdogs,lap-dogs,5,4
leadoff,lea-doff,5,4
macular,ma-cular,5,4
mailbag,mail-bag,5,4
malleus,mal-le-us,5,4
melange,me-lange,5,4
Misdeal,Mis-deal,5,4
mosques,mosques,5,4
mukluks,mu-kluks,5,4
Nanking,Nan-king,5,4
neonate,neo-na-te,5,4
Nibbler,Nibbler,5,4
obelisk,o-be-lisk,5,4
outrace,ou-trace,5,4
pianola,pia-no-la,5,4
Pierrot,Pier-rot,5,4
plainer,plai-ner,5,4
porcine,por-cine,5,4
roomies,roo-mies,5,4
ruinous,rui-no-us,5,4
Satsuma,Sa-tsu-ma,5,4
Schnitz,Schnitz,5,4
scraper,scra-per,5,4
scruple,scru-ple,5,4
seances,sean-c-es,5,4
slacken,slac-ken,5,4
slavish,sla-vish,5,4
spiffed,spiffed,5,4
stoking,sto-king,5,4
Strewth,Strewth,5,4
tallies,tal-lies,5,4
tenting,ten-ting,5,4
tethers,tet-hers,5,4
timings,ti-mings,5,4
tousled,tou-sled,5,4
towered,to-wered,5,4
turnkey,turn-key,5,4
tweezed,tweezed,5,4
webcast,web-cast,5,4
Whizzer,Whiz-zer,5,4
whorish,who-rish,5,4
wienies,wie-nies,5,4
wimping,wim-ping,5,4
wouldnt,wouldnt,5,4
zingers,zingers,5,4
Arapaho,A-ra-pa-ho,5,3
ascetic,as-ce-tic,5,3
Aurelia,Au-re-l-ia,5,3
Burundi,Bu-run-di,5,3
carport,car-port,5,3
centavo,cen-ta-vo,5,3
chested,ches-ted,5,3
Crested,Cres-ted,5,3
diddled,did-dled,5,3
ditties,dit-ties,5,3
dominos,do-mi-nos,5,3
durians,du-rians,5,3
elevens,e-le-vens,5,3
flatcar,flat-car,5,3
forepaw,fo-repaw,5,3
Fortran,For-tran,5,3
Fourier,Fou-rier,5,3
Fraiser,Frai-ser,5,3
gargles,gar-gles,5,3
homburg,hom-burg,5,3
Judases,Ju-da-ses,5,3
juicers,juicers,5,3
Laotian,Lao-tian,5,3
limeade,li-meade,5,3
mantrap,man-trap,5,3
mastoid,mas-toid,5,3
nucleic,nu-cl-eic,5,3
perfidy,per-fi-dy,5,3
pillory,pil-lo-ry,5,3
retched,retched,5,3
Rosette,Ro-sette,5,3
Sheikhs,Sheikhs,5,3
sirocco,si-roc-co,5,3
slapper,slapper,5,3
sunbath,sun-bath,5,3
Syrians,Sy-ri-ans,5,3
Timpani,Tim-pa-ni,5,3
tinting,tin-ting,5,3
unguent,un-guent,5,3
wingtip,wing-tip,5,3
Baileys,Bai-leys,5,2
chakram,cha-kram,5,2
crawdad,craw-dad,5,2
Cutlers,Cutlers,5,2
dashiki,das-hi-ki,5,2
feedlot,fee-dlot,5,2
Ferrier,Fer-ri-er,5,2
flouncy,floun-cy,5,2
flunkey,flun-key,5,2
Flyaway,Flya-w-ay,5,2
fuddled,fud-dled,5,2
Galatea,Ga-la-t-ea,5,2
Grannie,Gran-nie,5,2
Grubber,Grubber,5,2
gurgled,gur-gled,5,2
hitcher,hitcher,5,2
Luminal,Lu-mi-nal,5,2
Machree,Mac-hree,5,2
Melling,Mel-ling,5,2
Phaedra,Phae-dra,5,2
plenary,ple-na-ry,5,2
poppets,pop-pets,5,2
Pyrrhic,Pyrr-hic,5,2
reboard,re-board,5,2
Renwick,Ren-wick,5,2
shiners,shiners,5,2
Spelman,Spel-man,5,2
tanager,ta-nager,5,2
teapots,tea-pots,5,2
terrine,ter-rine,5,2
tricker,tricker,5,2
Uplands,U-plands,5,2
Utrecht,U-trecht,5,2
warders,warders,5,2
whippet,whip-pet,5,2
Adenoid,A-de-noid,5,1
Alastor,A-lastor,5,1
Arachne,A-rachne,5,1
Ariadne,A-ria-d-ne,5,1
Bastide,Bas-tide,5,1
Celesta,Ce-les-ta,5,1
colones,co-lones,5,1
cordage,cor-dage,5,1
Dashers,Dashers,5,1
Drogues,Drogues,5,1
Gobelin,Go-belin,5,1
Harling,Har-ling,5,1
Hightop,High-top,5,1
lintels,lin-tels,5,1
marrons,mar-rons,5,1
Oppidan,Op-pi-dan,5,1
outmode,ou-tmode,5,1
Pacquet,Pac-quet,5,1
scarers,scarers,5,1
Stripey,Stri-pey,5,1
wetland,we-tland,5,1
Whitter,Whitter,5,1
alacrity,a-la-cri-ty,5,5
artworks,ar-tworks,5,5
babushka,ba-bush-ka,5,5
backflip,bac-kflip,5,5
backstab,backs-tab,5,5
ballyhoo,bal-ly-hoo,5,5
bedstead,beds-tead,5,5
bicuspid,bi-cus-pid,5,5
blanched,blanched,5,5
blurting,blur-ting,5,5
bobbling,bob-bling,5,5
bondsmen,bon-dsmen,5,5
boomtown,boom-town,5,5
bootlegs,boo-tlegs,5,5
braiding,brai-ding,5,5
Brezhnev,Brez-hnev,5,5
broadens,broa-dens,5,5
brownout,brow-nout,5,5
brunches,brunc-hes,5,5
burnings,bur-nings,5,5
cascaded,cas-ca-ded,5,5
champers,champers,5,5
chattels,chat-tels,5,5
cheapens,chea-pens,5,5
choicest,choi-cest,5,5
chortles,chor-tles,5,5
Chugalug,Chu-ga-lug,5,5
churlish,chur-lish,5,5
clannish,clan-nish,5,5
clumping,clum-ping,5,5
cohesion,co-he-sion,5,5
colluded,col-lu-ded,5,5
commends,com-mends,5,5
compacts,com-pacts,5,5
contrive,con-trive,5,5
corrects,cor-rects,5,5
creamers,creamers,5,5
creaming,crea-ming,5,5
creepier,cree-pier,5,5
crevices,cre-vi-ces,5,5
crockery,croc-ke-ry,5,5
croutons,crou-tons,5,5
datebook,da-tebook,5,5
deloused,de-loused,5,5
devilled,de-villed,5,5
disclaim,dis-claim,5,5
doldrums,dol-drums,5,5
doubters,doub-ters,5,5
Dubonnet,Du-bon-net,5,5
Earthmen,Eart-hmen,5,5
edifying,e-di-fy-ing,5,5
emceeing,em-cee-ing,5,5
enjoined,en-joined,5,5
ennobled,en-no-bled,5,5
erecting,e-rec-ting,5,5
escapism,es-ca-pi-sm,5,5
Eurasian,Eu-ra-sian,5,5
exhuming,ex-hu-ming,5,5
feckless,fec-kless,5,5
fluorine,fluo-rine,5,5
freewill,free-will,5,5
funnyman,fun-ny-man,5,5
gangbang,gang-bang,5,5
Germanic,Ger-ma-nic,5,5
gherkins,gher-kins,5,5
gossiped,gos-siped,5,5
grandpas,grand-pas,5,5
grizzled,griz-zled,5,5
grudging,grud-ging,5,5
Guernsey,Guern-sey,5,5
handpick,hand-pick,5,5
hastened,has-tened,5,5
hedonism,he-do-ni-sm,5,5
helpmate,hel-pmate,5,5
Hesperus,Hes-perus,5,5
hibiscus,hi-bis-cus,5,5
highborn,high-born,5,5
holdover,hol-do-ver,5,5
hungered,hungered,5,5
hunkered,hun-kered,5,5
implored,im-plored,5,5
infusing,in-fu-sing,5,5
innately,in-na-tely,5,5
inspects,ins-pects,5,5
ischemia,isc-he-m-ia,5,5
jodhpurs,jodh-purs,5,5
keywords,key-words,5,5
kissable,kis-sa-ble,5,5
knothead,knot-head,5,5
Kreplach,Kre-plach,5,5
lasagnas,la-sa-gnas,5,5
latching,latc-hing,5,5
Leaguers,Lea-guers,5,5
learners,lear-ners,5,5
locators,lo-cators,5,5
longshot,longs-hot,5,5
Macaroon,Ma-ca-roon,5,5
manacles,ma-na-cles,5,5
mandates,man-dates,5,5
maturely,ma-turely,5,5
meekness,mee-kness,5,5
militias,mi-li-tias,5,5
miscarry,mis-car-ry,5,5
misogyny,mi-so-gy-ny,5,5
modulate,mo-du-late,5,5
monotone,mo-no-tone,5,5
moochers,moochers,5,5
mothball,moth-ball,5,5
negation,ne-ga-tion,5,5
nondairy,non-dai-ry,5,5
nontoxic,non-to-xic,5,5
nutcases,nut-ca-ses,5,5
omitting,o-mit-ting,5,5
optimize,op-ti-mize,5,5
opulence,o-pu-lence,5,5
orchards,orc-hards,5,5
outlives,ou-tlives,5,5
outshine,outs-hine,5,5
outtakes,out-takes,5,5
ovations,o-va-tions,5,5
pandemic,pan-de-mic,5,5
paragons,pa-ra-gons,5,5
parapets,pa-ra-pets,5,5
pectoris,pec-to-ris,5,5
platelet,pla-telet,5,5
Playland,Play-land,5,5
pleurisy,pleu-ri-sy,5,5
plotters,plot-ters,5,5
potbelly,pot-bel-ly,5,5
preening,pree-ning,5,5
presides,pre-sides,5,5
prettily,pret-ti-ly,5,5
prideful,pri-deful,5,5
priggish,prig-gish,5,5
propping,prop-ping,5,5
Quatorze,Qua-torze,5,5
quenched,quenched,5,5
quotable,quo-ta-ble,5,5
radiates,ra-dia-tes,5,5
rebuffed,re-buffed,5,5
reclined,re-clined,5,5
redwoods,re-dwoods,5,5
restarts,res-tarts,5,5
retested,re-tes-ted,5,5
ringworm,rin-gworm,5,5
rivaling,ri-valing,5,5
roadways,roa-dways,5,5
roosting,roos-ting,5,5
rosebush,ro-sebush,5,5
ruminate,ru-mi-nate,5,5
sanctify,sanc-ti-fy,5,5
sardonic,sar-do-nic,5,5
satchels,satc-hels,5,5
scaphoid,scap-hoid,5,5
scatters,scatters,5,5
scurried,scur-ried,5,5
seedling,see-dling,5,5
sequitur,se-qui-tur,5,5
severest,se-ve-rest,5,5
sexiness,se-xi-ness,5,5
sharpies,shar-pies,5,5
sheathed,sheathed,5,5
sheepish,shee-pish,5,5
shopgirl,shop-girl,5,5
showings,sho-wings,5,5
shrugged,shrugged,5,5
shucking,shuc-king,5,5
skirting,skir-ting,5,5
skullcap,skull-cap,5,5
slobbery,slob-bery,5,5
smarties,smar-ties,5,5
spacemen,spa-cemen,5,5
sparerib,spa-rerib,5,5
spoilers,spoi-lers,5,5
sprinter,sprin-ter,5,5
spurious,spu-rio-us,5,5
Sputters,Sput-ters,5,5
squawked,squawked,5,5
standbys,stand-bys,5,5
stealers,stealers,5,5
steeples,stee-ples,5,5
stellate,stel-late,5,5
stoppers,stop-pers,5,5
suffrage,suf-frage,5,5
sunburnt,sun-burnt,5,5
surcease,sur-cease,5,5
surnames,sur-names,5,5
tangling,tan-gling,5,5
tattling,tat-tling,5,5
thatched,thatched,5,5
thinness,thin-ness,5,5
toilette,toi-lette,5,5
tonguing,ton-guing,5,5
Truelove,True-love,5,5
tuneless,tu-neless,5,5
tunneled,tun-neled,5,5
Twinkles,Twin-kles,5,5
uncooked,un-cooked,5,5
unionize,u-nio-nize,5,5
unkindly,un-kin-dly,5,5
unsuited,un-sui-ted,5,5
uprights,u-prights,5,5
valerian,va-le-ri-an,5,5
vouching,vouc-hing,5,5
