word,splitted,freqcount,cdcount
inoculated,i-no-cu-la-ted,14,10
instalment,ins-tal-ment,14,10
nonsmoking,non-smo-king,14,10
sophomores,sop-homores,14,10
blasphemer,blasp-hemer,14,9
congestive,con-ges-tive,14,9
fertiliser,fer-ti-liser,14,9
surfboards,surf-boards,14,9
surrealism,sur-rea-li-sm,14,9
theologian,theo-lo-gi-a-n,14,9
galvanized,gal-va-nized,14,8
windscreen,winds-creen,14,8
Freemasons,Free-ma-sons,14,7
Napoleonic,Na-po-leo-n-ic,14,6
Hispaniola,His-pa-nio-la,14,5
Bombshells,Bombs-hells,14,2
camouflaged,ca-mou-flaged,14,14
exquisitely,ex-qui-si-tely,14,14
flirtatious,flir-ta-tious,14,14
ingratitude,in-gra-ti-tude,14,14
occurrences,oc-cur-ren-ces,14,14
orchestrate,orc-hes-trate,14,14
reinforcing,rein-for-ci-ng,14,14
sociopathic,so-cio-pat-hic,14,14
titillating,ti-til-la-ting,14,14
undeveloped,un-de-ve-loped,14,14
anesthetize,a-nest-he-tize,14,13
ascertained,as-cer-tained,14,13
compilation,com-pi-la-tion,14,13
complacency,com-pla-cen-cy,14,13
connotation,con-no-ta-tion,14,13
domesticity,do-mes-ti-ci-ty,14,13
expenditure,ex-pen-di-ture,14,13
highfalutin,hig-hfa-lu-tin,14,13
inescapable,i-nes-ca-pa-ble,14,13
legislative,le-gi-sla-tive,14,13
Nostradamus,Nos-tra-da-mus,14,13
optometrist,op-to-me-trist,14,13
originating,o-ri-gi-na-ting,14,13
patriarchal,pa-triarc-h-al,14,13
predisposed,pre-dis-posed,14,13
restrictive,res-tric-tive,14,13
showmanship,show-mans-hip,14,13
squandering,squan-de-ring,14,13
vinaigrette,vi-nai-grette,14,13
celebratory,ce-le-bra-to-ry,14,12
disagreeing,di-sa-gree-ing,14,12
haemorrhage,hae-morrhage,14,12
implemented,im-ple-men-ted,14,12
incidentals,in-ci-den-tals,14,12
Indubitably,In-du-bi-ta-bly,14,12
overcharged,o-verc-harged,14,12
pillowcases,pil-low-ca-ses,14,12
preordained,preor-dai-ned,14,12
unfavorable,un-fa-vo-ra-ble,14,12
Corinthians,Co-rint-hians,14,11
fantastical,fan-tas-ti-cal,14,11
programmers,pro-gram-mers,14,11
reparations,re-pa-ra-tions,14,11
Sagittarius,Sa-git-ta-rius,14,11
Scandinavia,Scan-di-na-v-ia,14,11
transcribed,trans-cribed,14,11
anchorwoman,anc-hor-woman,14,10
bodybuilder,bo-dy-builder,14,10
monasteries,mo-nas-te-ries,14,9
reincarnate,rein-car-na-te,14,9
stabilizers,sta-bi-li-zers,14,8
spreadsheet,spreads-heet,14,7
artistically,ar-tis-ti-cally,14,14
astonishment,as-to-nis-hment,14,14
complexities,com-ple-xi-ties,14,14
encountering,en-coun-te-ring,14,14
methodically,met-ho-di-cally,14,14
mountainside,moun-tain-side,14,14
rambunctious,ram-bunc-tious,14,14
subcutaneous,sub-cu-ta-neous,14,14
thermometers,ther-mo-me-ters,14,14
affiliations,af-fi-lia-ti-ons,14,13
demoralizing,de-mo-ra-li-zing,14,13
metaphorical,me-tap-ho-ri-cal,14,13
partnerships,par-tners-hips,14,13
sociological,so-cio-lo-gi-c-al,14,13
alphabetized,alp-ha-be-tized,14,12
overreaction,o-ver-reac-ti-on,14,12
transplanted,trans-plan-ted,14,12
disregarding,di-sre-gar-ding,14,11
heartstrings,hearts-trings,14,11
longshoreman,longs-ho-reman,14,11
menstruation,mens-trua-ti-on,14,11
preventative,pre-ven-ta-tive,14,11
proportional,pro-por-tio-nal,14,11
blockbusters,block-bus-ters,14,9
bullfighting,bull-figh-ting,14,9
hummingbirds,hum-ming-birds,14,9
Katzenjammer,Ka-tzen-jammer,14,9
unproductive,un-pro-duc-tive,14,9
submersibles,su-bmer-si-bles,14,6
commendations,com-men-da-tions,14,14
informational,in-for-ma-tio-nal,14,14
interpersonal,in-ter-per-so-nal,14,13
breakthroughs,breakt-hroughs,14,12
infinitesimal,in-fi-ni-te-si-mal,14,12
insensitivity,in-sen-si-ti-vi-ty,14,12
opportunistic,op-por-tu-nis-tic,14,12
preponderance,pre-pon-derance,14,12
reinstatement,reins-ta-te-ment,14,12
uncircumcised,un-cir-cum-cised,14,12
peculiarities,pe-cu-lia-ri-ti-es,14,11
unaccompanied,u-nac-com-pa-nied,14,10
Confederation,Con-fe-de-ra-tion,14,8
globalization,glo-ba-li-za-tion,14,7
interplanetary,in-ter-pla-ne-ta-ry,14,14
misinformation,mi-sin-for-ma-tion,14,14
misrepresented,mi-sre-pre-sen-ted,14,14
unquestionably,un-ques-tio-na-bly,14,14
unrecognizable,un-re-co-gni-za-ble,14,14
establishments,es-ta-blis-hments,14,13
industrialists,in-dus-tria-li-sts,14,13
meteorological,me-teo-ro-lo-gi-c-al,14,13
multiplication,mul-ti-pli-ca-tion,14,13
authentication,aut-hen-ti-ca-tion,14,11
contemporaries,con-tem-po-ra-ries,14,11
insurmountable,in-sur-moun-ta-ble,14,11
traditionalist,tra-di-tio-na-list,14,11
superstructure,su-pers-truc-ture,14,9
confrontational,con-fron-ta-tio-nal,14,13
disillusionment,di-sil-lu-sion-ment,14,13
dissatisfaction,dis-sa-tis-fac-tion,14,13
ophthalmologist,opht-hal-mo-lo-gist,14,12
oversimplifying,o-ver-sim-pli-fy-ing,14,10
indiscriminately,in-dis-cri-mi-na-tely,14,14
neurotransmitter,neu-ro-tran-smitter,14,12
overcompensating,o-ver-com-pen-sating,14,12
counterproductive,coun-ter-pro-duc-tive,14,14
indistinguishable,in-dis-tin-guis-ha-ble,14,13
Uc,Uc,13,13
Gp,G-p,13,9
Wb,W-?-?-b,13,9
Bl,B-l,13,8
Lx,L-x,13,8
yr,yr,13,3
sot,sot,13,12
Tra,Tra,13,12
cud,cud,13,11
hoc,hoc,13,11
Lux,Lux,13,11
Bac,Bac,13,10
dem,dem,13,10
Noh,Noh,13,10
dun,dun,13,9
ism,i-sm,13,8
eon,e-on,13,7
Obi,O-bi,13,7
Vox,Vox,13,7
Hrs,H-r-s,13,6
Jee,Jee,13,6
Sau,Sau,13,4
Suz,Suz,13,4
Hau,Hau,13,3
Jad,Jad,13,3
prob,prob,13,13
tats,tats,13,13
wane,wane,13,13
lugs,lugs,13,12
wags,wags,13,12
yore,yore,13,12
bibs,bibs,13,11
fora,fo-ra,13,11
tusk,tusk,13,11
wean,wean,13,11
aint,aint,13,10
luge,luge,13,10
peat,peat,13,10
Ursa,Ur-sa,13,10
Xmas,Xm-as,13,10
ziti,zi-ti,13,10
goto,go-to,13,9
Canc,Canc,13,8
Tien,Tien,13,8
Bast,Bast,13,7
Chub,Chub,13,7
frag,frag,13,7
peso,pe-so,13,7
Roan,Roan,13,7
vill,vill,13,7
Kala,Ka-la,13,4
Gena,Ge-na,13,3
Sisi,Si-si,13,3
Mino,Mi-no,13,1
yawp,yawp,13,1
execs,e-xecs,13,13
facet,fa-cet,13,13
gamut,ga-mut,13,13
gated,ga-ted,13,13
grins,grins,13,13
gulps,gulps,13,13
mired,mired,13,13
sitar,si-tar,13,13
steno,ste-no,13,13
tubed,tubed,13,13
beaks,beaks,13,12
chafe,chafe,13,12
chomp,chomp,13,12
dreck,dreck,13,12
inlay,in-lay,13,12
jetty,jet-ty,13,12
masse,masse,13,12
piped,piped,13,12
pique,pique,13,12
preys,preys,13,12
shuck,shuck,13,12
singe,singe,13,12
skimp,skimp,13,12
spake,spake,13,12
undid,un-did,13,12
cabal,ca-bal,13,11
caulk,caulk,13,11
dogma,do-gma,13,11
guava,gua-va,13,11
larva,lar-va,13,11
myrrh,myrrh,13,11
narcs,narcs,13,11
nouns,nouns,13,11
paler,paler,13,11
polyp,po-lyp,13,11
pubis,pu-bis,13,11
quads,quads,13,11
rubes,rubes,13,11
Sofer,So-fer,13,11
sects,sects,13,10
seers,seers,13,10
shirk,shirk,13,10
smote,smote,13,10
spelt,spelt,13,10
Twill,Twill,13,10
welts,welts,13,10
Banco,Ban-co,13,9
Pacer,Pa-cer,13,9
bower,bo-wer,13,8
Haydn,Ha-ydn,13,8
hydro,hy-dro,13,8
reals,re-als,13,8
shorn,shorn,13,8
Becks,Becks,13,7
dices,di-ces,13,7
gauss,gauss,13,7
flied,flied,13,6
Geist,Geist,13,6
Nikon,Ni-kon,13,6
Siena,Sie-n-a,13,6
Volta,Vol-ta,13,6
blurb,blurb,13,5
Hurly,Hur-ly,13,5
Petto,Pet-to,13,5
Maire,Maire,13,4
maser,ma-ser,13,4
Meany,Mea-ny,13,4
Remus,Re-mus,13,4
Funks,Funks,13,3
Reeve,Reeve,13,3
foder,foder,13,2
Noons,Noons,13,2
oleic,o-leic,13,2
Tanka,Tan-ka,13,2
Chawk,Chawk,13,1
Darya,Da-rya,13,1
belfry,bel-fry,13,13
berate,be-rate,13,13
choppy,chop-py,13,13
deepen,dee-pen,13,13
doting,do-ting,13,13
erupts,e-rupts,13,13
faiths,faiths,13,13
flings,flings,13,13
heaped,heaped,13,13
howled,howled,13,13
influx,in-flux,13,13
irises,i-ri-ses,13,13
juiced,juiced,13,13
lapses,la-pses,13,13
minted,min-ted,13,13
mooned,mooned,13,13
noting,no-ting,13,13
pimped,pimped,13,13
prided,pri-ded,13,13
redial,re-di-al,13,13
sundry,sun-dry,13,13
swanky,swan-ky,13,13
tedium,te-di-um,13,13
unsung,un-sung,13,13
uplift,u-plift,13,13
whinny,whin-ny,13,13
zonked,zonked,13,13
afresh,a-fresh,13,12
baying,bay-ing,13,12
bygone,by-gone,13,12
corked,corked,13,12
crisps,crisps,13,12
dearer,dearer,13,12
gripes,gripes,13,12
hellos,hel-los,13,12
kidded,kid-ded,13,12
loiter,loi-ter,13,12
menthe,menthe,13,12
myopic,myo-p-ic,13,12
pagers,pa-gers,13,12
paused,paused,13,12
planks,planks,13,12
pleats,pleats,13,12
plying,ply-ing,13,12
rapped,rapped,13,12
retort,re-tort,13,12
scoped,scoped,13,12
taboos,ta-boos,13,12
unmade,un-made,13,12
Aussie,Aus-sie,13,11
basset,bas-set,13,11
braved,braved,13,11
callow,cal-low,13,11
catgut,cat-gut,13,11
cosign,co-sign,13,11
costar,cos-tar,13,11
cymbal,cym-bal,13,11
dimmed,dimmed,13,11
fedora,fe-do-ra,13,11
flexed,flexed,13,11
Garcon,Gar-con,13,11
hissed,hissed,13,11
jurist,ju-rist,13,11
mortem,mor-tem,13,11
mucosa,mu-co-sa,13,11
pained,pained,13,11
parkin,par-kin,13,11
physic,phy-sic,13,11
polled,polled,13,11
prongs,prongs,13,11
Pueblo,Pue-blo,13,11
rhinos,rhi-nos,13,11
roasts,roasts,13,11
Texaco,Te-xa-co,13,11
witchy,witc-hy,13,11
echoed,ec-hoed,13,10
fatale,fa-tale,13,10
fatted,fatted,13,10
Loring,Lo-ring,13,10
Masons,Ma-sons,13,10
nomads,no-mads,13,10
poplar,po-plar,13,10
redder,red-der,13,10
relent,re-lent,13,10
renter,ren-ter,13,10
skewed,skewed,13,10
sputum,spu-tum,13,10
tosser,tosser,13,10
Tuscan,Tus-can,13,10
vexing,ve-xing,13,10
advert,a-dvert,13,9
Blatch,Blatch,13,9
evokes,e-vokes,13,9
havent,ha-vent,13,9
joists,joists,13,9
obtuse,ob-tuse,13,9
pincer,pincer,13,9
pummel,pum-mel,13,9
simile,si-mi-le,13,9
Woodsy,Woo-dsy,13,9
Argosy,Ar-go-sy,13,8
Carvel,Car-vel,13,8
Glazer,Gla-zer,13,8
Horner,Hor-ner,13,8
litmus,li-tmus,13,8
scribe,scribe,13,8
storey,sto-rey,13,8
Cardin,Car-din,13,7
Crowed,Crowed,13,7
lodger,lodger,13,7
Morgen,Mor-gen,13,7
Ropers,Ro-pers,13,7
Curran,Cur-ran,13,6
Kebabs,Ke-babs,13,6
Sabres,Sa-bres,13,6
Sampan,Sam-pan,13,6
Blanch,Blanch,13,5
gypsum,gy-psum,13,5
Bowles,Bowles,13,4
matzah,ma-tzah,13,4
Rincon,Rin-con,13,4
Stipes,Stipes,13,4
Beeman,Bee-man,13,3
kaffir,kaf-fir,13,3
Sacker,Sacker,13,3
Daemon,Dae-mon,13,2
Havers,Havers,13,2
myelin,mye-l-in,13,2
Quinto,Quin-to,13,2
vizier,vi-zier,13,2
Wormer,Wormer,13,2
Akasha,A-kas-ha,13,1
Balian,Ba-li-an,13,1
Modred,Mo-dred,13,1
Penang,Pe-nang,13,1
baggies,bag-gies,13,13
blushes,blus-hes,13,13
broiled,broiled,13,13
canines,ca-nines,13,13
Chekhov,Chek-hov,13,13
clubbed,clubbed,13,13
dishing,dis-hing,13,13
eluding,e-lu-ding,13,13
fawning,faw-ning,13,13
fondest,fon-dest,13,13
foulest,fou-lest,13,13
Funnily,Fun-ni-ly,13,13
gossips,gos-sips,13,13
hunched,hunched,13,13
ignites,i-gnites,13,13
infused,in-fused,13,13
ironies,i-ro-nies,13,13
lagging,lag-ging,13,13
paupers,pau-pers,13,13
preempt,pre-empt,13,13
pulleys,pul-leys,13,13
redskin,reds-kin,13,13
refocus,re-fo-cus,13,13
selects,se-lects,13,13
sexless,se-xless,13,13
sniffle,snif-fle,13,13
soiling,soi-ling,13,13
solidly,so-li-dly,13,13
subbing,sub-bing,13,13
tonnage,ton-nage,13,13
triceps,tri-ceps,13,13
trifled,tri-fled,13,13
wakened,wa-kened,13,13
waylaid,way-laid,13,13
wayside,way-side,13,13
workday,work-day,13,13
accrued,ac-crued,13,12
airtime,air-time,13,12
Armenia,Ar-me-n-ia,13,12
asserts,as-serts,13,12
blotted,blotted,13,12
carting,car-ting,13,12
comings,co-mings,13,12
cropped,cropped,13,12
donates,do-nates,13,12
fibrous,fi-brous,13,12
fouling,fou-ling,13,12
inflame,in-flame,13,12
insofar,in-so-far,13,12
majorly,ma-jorly,13,12
newbies,new-bies,13,12
recites,re-cites,13,12
repulse,re-pulse,13,12
salient,sa-lient,13,12
scamper,scam-per,13,12
sojourn,so-journ,13,12
surveil,sur-veil,13,12
viscous,vis-cous,13,12
whisker,whis-ker,13,12
worsens,wor-sens,13,12
bearers,bea-rers,13,11
Beltway,Bel-tway,13,11
deflate,de-flate,13,11
migrant,mi-grant,13,11
nitwits,ni-twits,13,11
pinkies,pin-kies,13,11
ricotta,ri-cot-ta,13,11
slashes,slas-hes,13,11
sniping,sni-ping,13,11
swatted,swat-ted,13,11
vacuums,va-cuums,13,11
ballets,bal-lets,13,10
cannery,can-ne-ry,13,10
Caracas,Ca-ra-cas,13,10
crouton,crou-ton,13,10
curable,cu-ra-ble,13,10
devours,de-vo-urs,13,10
dustpan,dust-pan,13,10
geezers,geezers,13,10
handset,han-dset,13,10
hangars,han-gars,13,10
inkwell,in-kwell,13,10
lefties,lef-ties,13,10
mooring,moo-ring,13,10
roofing,roo-fing,13,10
secures,se-cures,13,10
treetop,tree-top,13,10
backhoe,back-hoe,13,9
Bedouin,Be-dou-in,13,9
Blighty,Bligh-ty,13,9
Halcyon,Hal-cy-on,13,9
newness,new-ness,13,9
piccata,pic-ca-ta,13,9
prepaid,pre-paid,13,9
pythons,pyt-hons,13,9
beguine,be-guine,13,8
blanked,blanked,13,8
Debussy,De-bus-sy,13,8
dimming,dim-ming,13,8
dusters,dus-ters,13,8
finches,finc-hes,13,8
Flotsam,Flo-tsam,13,8
grasses,gras-ses,13,8
hotdogs,hot-dogs,13,8
mulatto,mu-lat-to,13,8
nozzles,noz-zles,13,8
Regents,Re-gents,13,8
shagged,shagged,13,8
Sunspot,Suns-pot,13,8
anemone,a-ne-mo-ne,13,7
Halifax,Ha-li-fax,13,7
Pavlova,Pa-vlo-va,13,7
coucher,coucher,13,6
furrier,fur-ri-er,13,6
Grunion,Gru-nion,13,6
pesetas,pe-se-tas,13,6
advisee,a-dvi-see,13,5
Filippo,Fi-lip-po,13,5
mezuzah,me-zu-zah,13,5
Mongols,Mon-gols,13,5
bathmat,bat-hmat,13,4
cumming,cum-ming,13,4
florins,flo-rins,13,4
smartie,smar-tie,13,4
Thuggee,Thug-gee,13,4
Norther,Nort-her,13,3
Overman,O-ver-man,13,2
Gorlois,Gor-lois,13,1
Killick,Kil-lick,13,1
Thwaite,Thwaite,13,1
backache,bac-kache,13,13
besieged,be-sieged,13,13
consoled,con-soled,13,13
corroded,cor-ro-ded,13,13
dislodge,di-slodge,13,13
disrupts,di-srupts,13,13
distaste,dis-taste,13,13
doorstop,doors-top,13,13
embodies,em-bo-dies,13,13
enormity,e-nor-mi-ty,13,13
erupting,e-rup-ting,13,13
familial,fa-mi-lial,13,13
flunkies,flun-kies,13,13
hungrier,hun-gr-ier,13,13
injuring,in-ju-ring,13,13
labeling,la-beling,13,13
lovelies,lo-velies,13,13
mandated,man-da-ted,13,13
misjudge,mis-judge,13,13
misspoke,miss-poke,13,13
narrowly,nar-row-ly,13,13
newborns,new-borns,13,13
phrasing,phra-sing,13,13
profiled,pro-filed,13,13
prophesy,prop-he-sy,13,13
realises,rea-li-s-es,13,13
refining,re-fi-ning,13,13
renovate,re-no-vate,13,13
sciatica,scia-ti-c-a,13,13
slitting,slit-ting,13,13
spenders,spen-ders,13,13
sprouted,sprou-ted,13,13
surefire,su-refire,13,13
tentacle,ten-ta-cle,13,13
tightens,tigh-tens,13,13
toasters,toas-ters,13,13
torturer,tor-turer,13,13
tracheal,trac-he-al,13,13
turncoat,turn-coat,13,13
unknowns,un-knowns,13,13
blithely,blit-hely,13,12
blunders,blun-ders,13,12
butchery,butc-he-ry,13,12
crafting,craf-ting,13,12
crawfish,craw-fish,13,12
deadlier,dea-dl-ier,13,12
declines,de-clines,13,12
emitting,e-mit-ting,13,12
flitting,flit-ting,13,12
footstep,foots-tep,13,12
frothing,frot-hing,13,12
Georgian,Geor-gian,13,12
hardness,har-dness,13,12
humbling,hum-bling,13,12
linguine,lin-gui-ne,13,12
magnesia,ma-gne-sia,13,12
Mounties,Moun-ties,13,12
orgasmic,or-ga-smic,13,12
postings,pos-tings,13,12
preaches,preac-hes,13,12
readjust,read-ju-st,13,12
reinvent,rein-ve-nt,13,12
reprisal,re-pri-sal,13,12
roughage,roug-hage,13,12
shoehorn,shoe-horn,13,12
stressor,stres-sor,13,12
surveyor,sur-vey-or,13,12
takedown,ta-kedown,13,12
torching,torc-hing,13,12
unzipped,un-zipped,13,12
aborting,a-bor-ting,13,11
advisers,a-dvi-sers,13,11
avocados,a-vo-ca-dos,13,11
bazookas,ba-zoo-kas,13,11
bellboys,bell-boys,13,11
braggart,brag-gart,13,11
brandies,bran-dies,13,11
cabarets,ca-ba-rets,13,11
codpiece,cod-piece,13,11
complied,com-plied,13,11
cribbage,crib-bage,13,11
dyslexia,dy-sle-x-ia,13,11
farthing,fart-hing,13,11
favoured,favoured,13,11
flapjack,flap-jack,13,11
importer,im-por-ter,13,11
livelong,li-velong,13,11
quantify,quan-ti-fy,13,11
railways,rail-ways,13,11
reassess,reas-se-ss,13,11
savoring,sa-vo-ring,13,11
scuttled,scut-tled,13,11
sisterly,sisterly,13,11
spitball,spit-ball,13,11
stadiums,sta-di-ums,13,11
stammers,stammers,13,11
unawares,u-na-wares,13,11
amicable,a-mi-ca-ble,13,10
Bolivian,Bo-li-vi-an,13,10
colonize,co-lo-nize,13,10
copulate,co-pu-late,13,10
Etruscan,E-trus-can,13,10
goalpost,goal-post,13,10
Goodyear,Goo-dyear,13,10
heredity,he-re-di-ty,13,10
invalids,in-va-lids,13,10
pittance,pit-tance,13,10
pullover,pul-lover,13,10
scrubber,scrub-ber,13,10
sodomite,so-do-mite,13,10
suitably,sui-ta-bly,13,10
anorexia,a-no-re-x-ia,13,9
antibody,an-ti-bo-dy,13,9
Athenian,At-he-ni-an,13,9
aviators,a-via-to-rs,13,9
boatyard,boa-tyard,13,9
broached,broached,13,9
floaters,floa-ters,13,9
harvests,har-vests,13,9
leaflets,lea-flets,13,9
toppling,top-pling,13,9
yodeling,yo-deling,13,9
bullring,bull-ring,13,8
Ejecting,E-jec-ting,13,8
Eldorado,El-do-ra-do,13,8
honeybun,ho-ney-bun,13,8
leggings,leg-gings,13,8
licences,li-cen-ces,13,8
Presidio,Pre-si-d-io,13,8
rosebuds,ro-sebuds,13,8
stylists,sty-lists,13,8
supermen,su-permen,13,8
Arachnid,A-rac-hnid,13,7
Hereford,He-re-ford,13,7
Mesozoic,Me-so-zo-ic,13,7
overhand,o-verhand,13,7
twisters,twis-ters,13,7
avionics,a-vio-ni-cs,13,6
downbeat,down-beat,13,6
Pinecone,Pi-necone,13,6
spatulas,spa-tu-las,13,6
wolfbane,wolf-bane,13,6
Lawgiver,Law-giver,13,4
Greasers,Greasers,13,3
Stallman,Stall-man,13,1
anguished,an-guished,13,13
arthritic,art-hri-tic,13,13
awkwardly,aw-kwar-dly,13,13
byproduct,by-pro-duct,13,13
coincides,coin-ci-des,13,13
depresses,de-pres-ses,13,13
disputing,dis-pu-ting,13,13
dwindling,dwin-dling,13,13
elegantly,e-le-gan-tly,13,13
Energizer,E-ner-gi-zer,13,13
extradite,ex-tra-dite,13,13
furiously,fu-rio-u-sly,13,13
grumbling,grum-bling,13,13
halitosis,ha-li-to-sis,13,13
indecency,in-de-cen-cy,13,13
ingrained,in-grained,13,13
litigious,li-ti-gious,13,13
mastering,mas-te-ring,13,13
minuscule,mi-nus-cule,13,13
Moneybags,Mo-ney-bags,13,13
motivator,mo-ti-va-tor,13,13
outweighs,ou-tweighs,13,13
palatable,pa-la-ta-ble,13,13
proclaims,pro-claims,13,13
reachable,reac-ha-ble,13,13
reloading,re-loa-ding,13,13
sprouting,sprou-ting,13,13
tiptoeing,tip-toe-ing,13,13
torturous,tor-tu-rous,13,13
twiddling,twid-dling,13,13
upholding,up-hol-ding,13,13
vicarious,vi-ca-rio-us,13,13
vivacious,vi-va-cious,13,13
anointing,a-noin-ting,13,12
buffaloes,buf-fa-loes,13,12
cancerous,can-ce-rous,13,12
cellmates,cell-mates,13,12
colorless,co-lor-less,13,12
crotchety,crotc-he-ty,13,12
decrypted,decrypted,13,12
defrauded,de-frau-ded,13,12
eagerness,ea-ger-ness,13,12
evidenced,e-vi-denced,13,12
glandular,glan-du-lar,13,12
hardening,har-dening,13,12
knockoffs,knoc-koffs,13,12
Leastways,Leas-tways,13,12
lifeblood,li-feblood,13,12
overlooks,o-ver-looks,13,12
parabolic,pa-ra-bo-lic,13,12
perdition,per-di-tion,13,12
pitifully,pi-ti-fully,13,12
poorhouse,poor-house,13,12
prospered,pros-pered,13,12
rechecked,rec-hecked,13,12
reclaimed,re-claimed,13,12
repudiate,re-pu-dia-te,13,12
revolvers,re-vol-vers,13,12
saddlebag,sad-dle-bag,13,12
secretion,se-cre-tion,13,12
sleazebag,slea-ze-bag,13,12
sleepwalk,slee-pwalk,13,12
unleashes,un-leas-hes,13,12
birdhouse,bird-house,13,11
breaching,breac-hing,13,11
bungalows,bun-ga-lows,13,11
denigrate,de-ni-grate,13,11
depletion,de-ple-tion,13,11
erections,e-rec-tions,13,11
fledgling,fled-gling,13,11
flinching,flinc-hing,13,11
incursion,in-cur-sion,13,11
laxatives,la-xa-tives,13,11
parameter,pa-ra-me-ter,13,11
persuades,per-suades,13,11
pipelines,pi-pelines,13,11
premieres,pre-mieres,13,11
recurrent,re-cur-rent,13,11
rerouting,re-rou-ting,13,11
simpering,sim-pering,13,11
slouching,slouc-hing,13,11
unknowing,un-kno-wing,13,11
chopstick,chops-tick,13,10
electrics,e-lec-trics,13,10
Glenlivet,Glen-li-vet,13,10
laundress,laun-dress,13,10
Magnolias,Ma-gno-lias,13,10
oxidation,o-xi-da-tion,13,10
paranoiac,pa-ra-noi-ac,13,10
seedlings,see-dlings,13,10
southward,sout-hward,13,10
stilettos,sti-let-tos,13,10
turpitude,tur-pi-tude,13,10
underpass,un-der-pass,13,10
cacophony,ca-cop-ho-ny,13,9
colostomy,co-los-to-my,13,9
endoscopy,en-dos-co-py,13,9
lamebrain,la-mebrain,13,9
leukaemia,leu-kae-mia,13,9
nevermore,ne-ver-more,13,9
sclerosis,scle-ro-sis,13,9
agitators,a-gi-ta-tors,13,8
Ayatollah,Ay-a-tol-lah,13,8
defrocked,de-frocked,13,8
detainees,de-tai-nees,13,8
inversion,in-ver-sion,13,8
sideboard,si-deboard,13,8
stickball,stick-ball,13,8
wolfsbane,wolfs-bane,13,8
archenemy,arc-he-ne-my,13,7
kilowatts,ki-lo-watts,13,7
Macedonia,Ma-ce-do-nia,13,7
marigolds,ma-ri-golds,13,7
Chantilly,Chan-til-ly,13,6
collating,col-la-ting,13,6
expletive,ex-ple-tive,13,5
Underhill,Un-der-hill,13,3
antivenom,an-ti-ve-nom,13,2
buttinski,but-tins-ki,13,2
Goldeneye,Gol-de-neye,13,1
Zachariah,Zac-ha-ri-ah,13,1
crawlspace,crawls-pace,13,13
dilettante,di-let-tante,13,13
disgracing,dis-gra-cing,13,13
dissimilar,dis-si-mi-lar,13,13
downsizing,down-si-zing,13,13
floorboard,floor-board,13,13
fragmented,fra-gmen-ted,13,13
frequented,fre-quen-ted,13,13
honeymoons,ho-ney-moons,13,13
interrupts,in-ter-rupts,13,13
outpouring,out-pou-ring,13,13
patronized,pa-tro-nized,13,13
perplexing,per-ple-xing,13,13
recompense,re-com-pense,13,13
shuddering,shud-de-ring,13,13
stunningly,stun-nin-gly,13,13
unbearably,un-bea-ra-bly,13,13
undeniably,un-de-nia-b-ly,13,13
unraveling,un-ra-veling,13,13
antagonist,an-ta-go-nist,13,12
Chronicles,Chro-ni-cles,13,12
churchgoer,church-go-er,13,12
conceiving,con-cei-ving,13,12
conductive,con-duc-tive,13,12
contesting,con-tes-ting,13,12
delicacies,de-li-ca-cies,13,12
derivation,de-ri-va-tion,13,12
Dominicans,Do-mi-ni-cans,13,12
foreclosed,fo-reclosed,13,12
gloriously,glo-rio-u-sly,13,12
handshakes,hands-hakes,13,12
inducement,in-du-cement,13,12
intellects,in-tel-lects,13,12
misbehaved,mis-be-haved,13,12
perspiring,pers-pi-ring,13,12
sandalwood,san-dal-wood,13,12
snivelling,sni-vel-ling,13,12
thousandth,thou-sandth,13,12
uncommonly,un-com-mon-ly,13,12
undeclared,un-de-clared,13,12
adulteress,a-dul-teress,13,11
betterment,bet-ter-ment,13,11
changeable,chan-gea-ble,13,11
dreadlocks,drea-dlocks,13,11
glorifying,glo-ri-fy-ing,13,11
informally,in-for-mal-ly,13,11
perishable,pe-ris-ha-ble,13,11
repository,re-po-si-to-ry,13,11
revitalize,re-vi-ta-lize,13,11
seamanship,sea-mans-hip,13,11
shoestring,shoes-tring,13,11
swaggering,swag-ge-ring,13,11
archeology,arc-heo-lo-g-y,13,10
justifying,jus-ti-fy-ing,13,10
posthumous,post-hu-mous,13,10
topography,to-po-grap-hy,13,10
windowpane,win-dow-pane,13,10
Buccaneers,Buc-ca-neers,13,9
desiccated,de-sic-cated,13,9
Franciscan,Fran-cis-can,13,9
incapacity,in-ca-pa-ci-ty,13,9
overridden,o-ver-rid-den,13,9
pretension,pre-ten-sion,13,9
transients,tran-sie-nts,13,9
Barracudas,Bar-ra-cu-das,13,8
coastguard,coast-guard,13,8
impresario,im-pre-sa-r-io,13,8
actionable,ac-tio-na-ble,13,7
emigration,e-mi-gra-tion,13,7
Meadowlark,Mea-dow-lark,13,7
morticians,mor-ti-cians,13,7
pentameter,pen-ta-meter,13,7
strikeouts,stri-keouts,13,7
avalanches,a-va-lanc-hes,13,6
imprinting,im-prin-ting,13,6
Marblehead,Mar-ble-head,13,5
Necropolis,Ne-cro-po-lis,13,5
Deathwatch,Deat-hwatch,13,4
buckwheats,buckw-heats,13,1
Maleficent,Ma-le-fi-cent,13,1
Underverse,Un-derverse,13,1
accompanies,ac-com-pa-nies,13,13
cataloguing,ca-ta-lo-guing,13,13
collapsible,col-la-psi-ble,13,13
